id	uniprot	gene_name	description	p_value	fdr	log_fc	sub_local	ubi_part	in_mito
P51906	P51906	SLC1A1	Excitatory amino acid transporter 3 OS=Mus musculus GN=Slc1a1 PE=1 SV=2	0.7145680407881503	0.800720726465403	-0.033974446708667214	NA	NA	FALSE
P43006	P43006	SLC1A2	Excitatory amino acid transporter 2 OS=Mus musculus GN=Slc1a2 PE=1 SV=1	0.023785575310547424	0.0670174655709343	-0.20401987887507433	NA	NA	FALSE
P56564	P56564	SLC1A3	Excitatory amino acid transporter 1 OS=Mus musculus GN=Slc1a3 PE=1 SV=2	0.2556272476986072	0.3797977278752465	-0.1044977481161077	NA	NA	FALSE
O35874	O35874	SLC1A4	Neutral amino acid transporter A OS=Mus musculus GN=Slc1a4 PE=1 SV=1	0.9100314608537468	0.9433620794895899	-0.013994833958408703	NA	NA	FALSE
P51912	P51912	SLC1A5	Neutral amino acid transporter B(0) OS=Mus musculus GN=Slc1a5 PE=1 SV=2	0.7293686765900992	0.811924020656891	-0.023343391063600245	NA	NA	FALSE
Q80UP8	Q80UP8	SLC20A2	Sodium-dependent phosphate transporter 2 OS=Mus musculus GN=Slc20a2 PE=1 SV=2	0.7852919757061635	0.8520383882119779	-0.07140946988584504	NA	NA	FALSE
Q9D9E0	Q9D9E0	SLC22A17	Solute carrier family 22 member 17 OS=Mus musculus GN=Slc22a17 PE=2 SV=2	0.7968962039221448	0.8613419311444643	-0.025153264244256252	NA	NA	FALSE
Q3UHH2	Q3UHH2	SLC22A23	Solute carrier family 22 member 23 OS=Mus musculus GN=Slc22a23 PE=2 SV=1	1.0898275476142471e-6	1.793913502717662e-4	-0.5324253495275912	NA	NA	FALSE
Q9EPR4	Q9EPR4	SLC23A2	Solute carrier family 23 member 2 OS=Mus musculus GN=Slc23a2 PE=1 SV=2	0.6964940235694985	0.7866684935766004	-0.02327194056543019	NA	NA	FALSE
Q99PD7	Q99PD7	SLC24A3	Sodium/potassium/calcium exchanger 3 OS=Mus musculus GN=Slc24a3 PE=1 SV=3	0.020995364960238173	0.06153983497014516	-0.26978157147108045	NA	NA	FALSE
Q8JZU2	Q8JZU2	SLC25A1	Tricarboxylate transport protein, mitochondrial OS=Mus musculus GN=Slc25a1 PE=1 SV=1	0.01675602650647382	0.052905782741893864	0.20741452402754984	MIM	NA	TRUE
Q9QZD8	Q9QZD8	SLC25A10	Mitochondrial dicarboxylate carrier OS=Mus musculus GN=Slc25a10 PE=1 SV=2	0.025875563549825138	0.07070845347494811	-0.1250890102619316	MIM	NA	TRUE
Q9CR62	Q9CR62	SLC25A11	Mitochondrial 2-oxoglutarate/malate carrier protein OS=Mus musculus GN=Slc25a11 PE=1 SV=3	0.0035778762420139052	0.018843897308271462	-0.163068404906398	MIM	NA	TRUE
Q8BH59	Q8BH59	SLC25A12	Calcium-binding mitochondrial carrier protein Aralar1 OS=Mus musculus GN=Slc25a12 PE=1 SV=1	0.05724001936622905	0.12602475224771653	-0.12441117761192946	MIM	NA	TRUE
Q9QXX4	Q9QXX4	SLC25A13	Calcium-binding mitochondrial carrier protein Aralar2 OS=Mus musculus GN=Slc25a13 PE=1 SV=1	0.02615351354276372	0.07109527475444896	-0.13858910510037764	MIM	NA	TRUE
Q9Z2B2	Q9Z2B2	SLC25A14	Brain mitochondrial carrier protein 1 OS=Mus musculus GN=Slc25a14 PE=1 SV=2	0.6767816651070231	0.7701053875285482	-0.04199658485806724	MIM	NA	TRUE
Q9WVD5	Q9WVD5	SLC25A15	Mitochondrial ornithine transporter 1 OS=Mus musculus GN=Slc25a15 PE=1 SV=1	0.2959110605486887	0.42142794694434077	-0.05935190825078336	MIM	NA	TRUE
Q8C0K5	Q8C0K5	SLC25A16	Graves disease carrier protein homolog OS=Mus musculus GN=Slc25a16 PE=1 SV=1	0.09758371440333309	0.1864343718976324	-0.1650915738146266	MIM	NA	TRUE
O70579	O70579	SLC25A17	Peroxisomal membrane protein PMP34 OS=Mus musculus GN=Slc25a17 PE=1 SV=1	5.34271326886071e-4	0.005607159647101298	-0.22627627886610252	NA	NA	FALSE
Q9DB41	Q9DB41	SLC25A18	Mitochondrial glutamate carrier 2 OS=Mus musculus GN=Slc25a18 PE=1 SV=4	0.3363413970052419	0.4632934239744083	-0.05314590134449052	MIM	NA	TRUE
Q9DAM5	Q9DAM5	SLC25A19	Mitochondrial thiamine pyrophosphate carrier OS=Mus musculus GN=Slc25a19 PE=1 SV=1	0.3233635619518034	0.4484787317092085	-0.26467300387228726	MIM	NA	TRUE
Q9Z2Z6	Q9Z2Z6	SLC25A20	Mitochondrial carnitine/acylcarnitine carrier protein OS=Mus musculus GN=Slc25a20 PE=1 SV=1	0.03216504073988688	0.08269310720427145	-0.12191979718587506	MIM	NA	TRUE
Q9D6M3	Q9D6M3	SLC25A22	Mitochondrial glutamate carrier 1 OS=Mus musculus GN=Slc25a22 PE=1 SV=1	0.42455609731793553	0.5523291157911162	-0.06550795513013685	MIM	NA	TRUE
Q6GQS1	Q6GQS1	SLC25A23	Calcium-binding mitochondrial carrier protein SCaMC-3 OS=Mus musculus GN=Slc25a23 PE=1 SV=1	0.0465036132841104	0.10878089046077434	-0.09272055951194477	MIM	NA	TRUE
Q8BMD8	Q8BMD8	SLC25A24	Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Mus musculus GN=Slc25a24 PE=1 SV=1	0.42195675972142277	0.5492902251940686	-0.04391994705729781	MIM	NA	TRUE
A2ASZ8	A2ASZ8	SLC25A25	Calcium-binding mitochondrial carrier protein SCaMC-2 OS=Mus musculus GN=Slc25a25 PE=1 SV=1	0.17780554683667338	0.29085300516341717	-0.11572825252322817	MIM	NA	TRUE
Q8BL03	Q8BL03	SLC25A29	Mitochondrial basic amino acids transporter OS=Mus musculus GN=Slc25a29 PE=1 SV=1	0.0383070326134597	0.09381773257525074	-0.13007829803362242	MIM	NA	TRUE
Q8VEM8	Q8VEM8	SLC25A3	Phosphate carrier protein, mitochondrial OS=Mus musculus GN=Slc25a3 PE=1 SV=1	0.27304528505783077	0.3976480228257815	-0.07458846672951858	MIM	NA	TRUE
Q3V132	Q3V132	SLC25A31	ADP/ATP translocase 4 OS=Mus musculus GN=Slc25a31 PE=1 SV=1	0.15414058166095654	0.261168639605207	-0.10855135918982077	MIM	NA	TRUE
Q8BMG8	Q8BMG8	SLC25A32	Mitochondrial folate transporter/carrier OS=Mus musculus GN=Slc25a32 PE=1 SV=1	0.018674952403313953	0.05689811363016502	-0.1475802707316485	MIM	NA	TRUE
Q5SWT3	Q5SWT3	SLC25A35	Solute carrier family 25 member 35 OS=Mus musculus GN=Slc25a35 PE=1 SV=2	0.003878623507198414	0.019837113685630483	-0.15183628767602314	MIM	NA	TRUE
Q922G0	Q922G0	SLC25A36	Solute carrier family 25 member 36 OS=Mus musculus GN=Slc25a36 PE=2 SV=1	0.025233692088939257	0.06962361888677329	-0.22417732799183315	MIM	NA	TRUE
Q91XD8	Q91XD8	SLC25A38	Solute carrier family 25 member 38 OS=Mus musculus GN=Slc25a38 PE=2 SV=1	0.463518875354752	0.5875502011095941	-0.03293074379180761	MIM	NA	TRUE
P48962	P48962	SLC25A4	ADP/ATP translocase 1 OS=Mus musculus GN=Slc25a4 PE=1 SV=4	7.617932787298343e-9	5.474515380565685e-6	-0.98843496909706	MIM	NA	TRUE
Q8BGP6	Q8BGP6	SLC25A40	Solute carrier family 25 member 40 OS=Mus musculus GN=Slc25a40 PE=1 SV=1	0.009027182078818863	0.03534392477459827	-0.16561439863195335	MIM	NA	TRUE
Q8R0Y8	Q8R0Y8	SLC25A42	Mitochondrial coenzyme A transporter SLC25A42 OS=Mus musculus GN=Slc25a42 PE=1 SV=1	0.04869853149048866	0.11240196106015002	-0.17891265577004148	MIM	NA	TRUE
Q8BGF9	Q8BGF9	SLC25A44	Solute carrier family 25 member 44 OS=Mus musculus GN=Slc25a44 PE=1 SV=1	0.2948468766706077	0.420551432827623	-0.07605870831328485	MIM	NA	TRUE
Q9CQS4	Q9CQS4	SLC25A46	Solute carrier family 25 member 46 OS=Mus musculus GN=Slc25a46 PE=1 SV=1	0.0911270737746247	0.17718366380487333	-0.08021351830828405	MOM	NA	TRUE
P51881	P51881	SLC25A5	ADP/ATP translocase 2 OS=Mus musculus GN=Slc25a5 PE=1 SV=3	3.332708759573289e-5	0.0011097140917026979	-0.27731006055649227	MIM	NA	TRUE
Q5HZI9	Q5HZI9	SLC25A51	Solute carrier family 25 member 51 OS=Mus musculus GN=Slc25a51 PE=1 SV=1	0.011742497827999465	0.04194707248094612	-0.23105286288746696	MIM	NA	TRUE
Q8CIW6	Q8CIW6	SLC26A6	Solute carrier family 26 member 6 OS=Mus musculus GN=Slc26a6 PE=1 SV=2	0.02582535087231285	0.07063295570892736	-0.1208066342263941	NA	NA	FALSE
Q60714	Q60714	SLC27A1	Long-chain fatty acid transport protein 1 OS=Mus musculus GN=Slc27a1 PE=1 SV=1	0.15532634527797817	0.26265647194207986	-0.13512136926847887	NA	NA	FALSE
O88561	O88561	SLC27A3	Long-chain fatty acid transport protein 3 OS=Mus musculus GN=Slc27a3 PE=1 SV=2	0.06705216173995807	0.14121591639172987	-0.1624435817134639	NA	NA	FALSE
Q91VE0	Q91VE0	SLC27A4	Long-chain fatty acid transport protein 4 OS=Mus musculus GN=Slc27a4 PE=1 SV=1	0.5710953731237978	0.6838058114259868	-0.03754743482813417	NA	NA	FALSE
Q61672	Q61672	SLC29A2	Equilibrative nucleoside transporter 2 OS=Mus musculus GN=Slc29a2 PE=1 SV=2	0.0011384519173909449	0.00910615951826133	-0.16186252736612633	NA	NA	FALSE
P17809	P17809	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1 OS=Mus musculus GN=Slc2a1 PE=1 SV=4	0.24781743350668292	0.37065950420475885	-0.09816722690403996	NA	NA	FALSE
Q3UHK1	Q3UHK1	SLC2A13	Proton myo-inositol cotransporter OS=Mus musculus GN=Slc2a13 PE=1 SV=2	0.004222481214153671	0.020861629934440188	0.300914895936847	NA	NA	FALSE
P32037	P32037	SLC2A3	Solute carrier family 2, facilitated glucose transporter member 3 OS=Mus musculus GN=Slc2a3 PE=1 SV=1	0.012157065925705514	0.042889141209976306	-0.20301029455306988	NA	NA	FALSE
Q9JIF3	Q9JIF3	SLC2A8	Solute carrier family 2, facilitated glucose transporter member 8 OS=Mus musculus GN=Slc2a8 PE=1 SV=2	0.2763509812403459	0.40096854271824717	-0.08942692324387458	NA	NA	FALSE
Q60738	Q60738	SLC30A1	Zinc transporter 1 OS=Mus musculus GN=Slc30a1 PE=1 SV=1	0.3057835799309202	0.4315605353041304	-0.06479267722759739	NA	NA	FALSE
Q3UVU3	Q3UVU3	SLC30A10	Zinc transporter 10 OS=Mus musculus GN=Slc30a10 PE=1 SV=1	0.9304765356230578	0.9563146122777237	0.00625797182916709	NA	NA	FALSE
P97441	P97441	SLC30A3	Zinc transporter 3 OS=Mus musculus GN=Slc30a3 PE=1 SV=1	0.3581768162327522	0.48514421514418904	-0.08781425881632672	NA	NA	FALSE
Q8R4H9	Q8R4H9	SLC30A5	Zinc transporter 5 OS=Mus musculus GN=Slc30a5 PE=1 SV=1	0.839616674130705	0.894990166443006	-0.027506159271428878	NA	NA	FALSE
Q8BJM5	Q8BJM5	SLC30A6	Zinc transporter 6 OS=Mus musculus GN=Slc30a6 PE=1 SV=1	0.0022495126018545484	0.014210375519417574	-0.38605578435763094	NA	NA	FALSE
Q9JKN1	Q9JKN1	SLC30A7	Zinc transporter 7 OS=Mus musculus GN=Slc30a7 PE=1 SV=1	0.008053656552579518	0.03260558041189961	-0.357241572609293	NA	NA	FALSE
Q5IRJ6	Q5IRJ6	SLC30A9	Zinc transporter 9 OS=Mus musculus GN=Slc30a9 PE=1 SV=2	0.08638869150871016	0.16997837854261783	0.09533759301758518	MIM	NA	TRUE
Q8K211	Q8K211	SLC31A1	High affinity copper uptake protein 1 OS=Mus musculus GN=Slc31a1 PE=2 SV=1	0.010207172066902909	0.03839972346946444	-0.1758593151984193	NA	NA	FALSE
O35633	O35633	SLC32A1	Vesicular inhibitory amino acid transporter OS=Mus musculus GN=Slc32a1 PE=1 SV=3	0.30542638945420303	0.43125457332642986	-0.05467299715105764	NA	NA	FALSE
Q99J27	Q99J27	SLC33A1	Acetyl-coenzyme A transporter 1 OS=Mus musculus GN=Slc33a1 PE=1 SV=1	0.030337886003026216	0.07903518406869178	-0.21744617857022172	NA	NA	FALSE
Q61420	Q61420	SLC35A1	CMP-sialic acid transporter OS=Mus musculus GN=Slc35a1 PE=1 SV=2	0.27212115781613905	0.39676406576688805	0.07053643429168195	NA	NA	FALSE
Q9R0M8	Q9R0M8	SLC35A2	UDP-galactose translocator OS=Mus musculus GN=Slc35a2 PE=1 SV=1	0.40407874868106075	0.5315483854889663	-0.07472601575874031	NA	NA	FALSE
Q8R1T4	Q8R1T4	SLC35A3	UDP-N-acetylglucosamine transporter OS=Mus musculus GN=Slc35a3 PE=2 SV=1	0.0039125167010614	0.019961494261940504	-0.2310135289068958	NA	NA	FALSE
Q8BLX4	Q8BLX4	SLC35C1	GDP-fucose transporter 1 OS=Mus musculus GN=Slc35c1 PE=2 SV=1	2.3665529564906274e-5	9.251742964280547e-4	0.3575567680324319	NA	NA	FALSE
Q8CD26	Q8CD26	SLC35E1	Solute carrier family 35 member E1 OS=Mus musculus GN=Slc35e1 PE=1 SV=2	0.8282234201887603	0.8863195026998624	-0.011474700892071267	NA	NA	FALSE
Q6PGC7	Q6PGC7	SLC35E3	Solute carrier family 35 member E3 OS=Mus musculus GN=Slc35e3 PE=2 SV=1	0.0036540741207832855	0.01911056323202295	-0.3055464650111048	NA	NA	FALSE
Q8BGK5	Q8BGK5	SLC35F1	Solute carrier family 35 member F1 OS=Mus musculus GN=Slc35f1 PE=1 SV=1	0.7362293572065262	0.8163649404940296	0.018884431243913438	NA	NA	FALSE
Q8VE96	Q8VE96	SLC35F6	Solute carrier family 35 member F6 OS=Mus musculus GN=Slc35f6 PE=1 SV=1	0.18055245228041752	0.29383994527412555	-0.13925128680379847	NA	NA	FALSE
D3YVE8	D3YVE8	SLC35G2	Solute carrier family 35 member G2 OS=Mus musculus GN=Slc35g2 PE=1 SV=1	0.7522549852213105	0.8281159684194469	-0.039830547616022664	NA	NA	FALSE
Q5I012	Q5I012	SLC38A10	Putative sodium-coupled neutral amino acid transporter 10 OS=Mus musculus GN=Slc38a10 PE=1 SV=2	0.020406956980097587	0.06038103874669366	-0.29926510413316987	NA	NA	FALSE
Q9DCP2	Q9DCP2	SLC38A3	Sodium-coupled neutral amino acid transporter 3 OS=Mus musculus GN=Slc38a3 PE=1 SV=1	0.045650863789469025	0.10710658402217883	-0.14487204676775858	NA	NA	FALSE
Q8BWH0	Q8BWH0	SLC38A7	Putative sodium-coupled neutral amino acid transporter 7 OS=Mus musculus GN=Slc38a7 PE=1 SV=1	0.4111707658180843	0.5386121759564644	-0.13636257669406082	NA	NA	FALSE
Q8BGD6	Q8BGD6	SLC38A9	Sodium-coupled neutral amino acid transporter 9 OS=Mus musculus GN=Slc38a9 PE=1 SV=1	0.9556832412275369	0.9732658212110458	-0.004771136533633356	NA	NA	FALSE
Q6P5F6	Q6P5F6	SLC39A10	Zinc transporter ZIP10 OS=Mus musculus GN=Slc39a10 PE=1 SV=1	0.012479953907564198	0.04375678906491819	-0.24043197824981347	NA	NA	FALSE
Q8BWY7	Q8BWY7	SLC39A11	Zinc transporter ZIP11 OS=Mus musculus GN=Slc39a11 PE=1 SV=1	0.21568329573083406	0.3358474022395736	0.07662675495789979	NA	NA	FALSE
Q99K24	Q99K24	SLC39A3	Zinc transporter ZIP3 OS=Mus musculus GN=Slc39a3 PE=1 SV=1	0.7729597725488802	0.8428980783286689	0.015361377919243682	NA	NA	FALSE
Q8C145	Q8C145	SLC39A6	Zinc transporter ZIP6 OS=Mus musculus GN=Slc39a6 PE=1 SV=1	0.0022874665049358854	0.014351156457747205	-0.37117895545156504	NA	NA	FALSE
Q31125	Q31125	SLC39A7	Zinc transporter SLC39A7 OS=Mus musculus GN=Slc39a7 PE=1 SV=2	0.13484967205289183	0.23633642440202812	-0.12584184452533634	NA	NA	FALSE
P10852	P10852	SLC3A2	4F2 cell-surface antigen heavy chain OS=Mus musculus GN=Slc3a2 PE=1 SV=1	0.3660783059000825	0.49307058643518864	0.0717338096342974	NA	NA	FALSE
Q8BYR8	Q8BYR8	SLC41A2	Solute carrier family 41 member 2 OS=Mus musculus GN=Slc41a2 PE=1 SV=1	0.6032109509957154	0.7109703667309247	0.03492627409593696	NA	NA	FALSE
Q921R8	Q921R8	SLC41A3	Solute carrier family 41 member 3 OS=Mus musculus GN=Slc41a3 PE=1 SV=1	0.004015291492774699	0.02027090257248244	-0.3963009020917834	NA	NA	FALSE
Q8CGA3	Q8CGA3	SLC43A2	Large neutral amino acids transporter small subunit 4 OS=Mus musculus GN=Slc43a2 PE=1 SV=1	0.14166140333210722	0.24565901797680362	-0.12860664778619865	NA	NA	FALSE
Q6X893	Q6X893	SLC44A1	Choline transporter-like protein 1 OS=Mus musculus GN=Slc44a1 PE=1 SV=3	8.039585693409766e-4	0.007318843486473502	-0.4672425164398439	NA	NA	FALSE
Q8BY89	Q8BY89	SLC44A2	Choline transporter-like protein 2 OS=Mus musculus GN=Slc44a2 PE=1 SV=2	0.6202357646086232	0.7255216166312003	-0.07910224070014518	NA	NA	FALSE
Q8BIV7	Q8BIV7	SLC45A1	Proton-associated sugar transporter A OS=Mus musculus GN=Slc45a1 PE=1 SV=3	0.8167310488342964	0.8765704719386622	-0.01387350801864891	NA	NA	FALSE
Q0P5V9	Q0P5V9	SLC45A4	Solute carrier family 45 member 4 OS=Mus musculus GN=Slc45a4 PE=1 SV=1	0.980563768269472	0.9884707940420094	0.001393399452268605	NA	NA	FALSE
Q6PEM8	Q6PEM8	SLC46A1	Proton-coupled folate transporter OS=Mus musculus GN=Slc46a1 PE=1 SV=1	0.7520530815918346	0.8280394341413353	0.03148196062338765	NA	NA	FALSE
Q5DTL9	Q5DTL9	SLC4A10	Sodium-driven chloride bicarbonate exchanger OS=Mus musculus GN=Slc4a10 PE=1 SV=2	0.9138678794814941	0.9467114253323526	-0.01962061952519364	NA	NA	FALSE
P16283	P16283	SLC4A3	Anion exchange protein 3 OS=Mus musculus GN=Slc4a3 PE=1 SV=2	0.15395028302013317	0.2610503669773354	-0.08590350796920548	NA	NA	FALSE
O88343	O88343	SLC4A4	Electrogenic sodium bicarbonate cotransporter 1 OS=Mus musculus GN=Slc4a4 PE=1 SV=2	0.1792318223734176	0.29195183566294974	-0.11705180562465475	NA	NA	FALSE
Q8BTY2	Q8BTY2	SLC4A7	Sodium bicarbonate cotransporter 3 OS=Mus musculus GN=Slc4a7 PE=1 SV=2	0.5988682769899293	0.7077122751883634	-0.09322306697584887	NA	NA	FALSE
Q8JZR6	Q8JZR6	SLC4A8	Electroneutral sodium bicarbonate exchanger 1 OS=Mus musculus GN=Slc4a8 PE=2 SV=1	5.360970877805602e-4	0.005616896623228482	-0.2522689500925305	NA	NA	FALSE
Q9JKZ2	Q9JKZ2	SLC5A3	Sodium/myo-inositol cotransporter OS=Mus musculus GN=Slc5a3 PE=1 SV=2	0.028625026817562935	0.0759006115912913	-0.12680690573469655	NA	NA	FALSE
P31648	P31648	SLC6A1	Sodium- and chloride-dependent GABA transporter 1 OS=Mus musculus GN=Slc6a1 PE=1 SV=2	0.42558497169650944	0.5535525052945865	0.08874831243928119	NA	NA	FALSE
P31650	P31650	SLC6A11	Sodium- and chloride-dependent GABA transporter 3 OS=Mus musculus GN=Slc6a11 PE=1 SV=2	0.22491014394007547	0.34624980318611176	-0.1678747425609394	NA	NA	FALSE
Q8BJI1	Q8BJI1	SLC6A17	Sodium-dependent neutral amino acid transporter SLC6A17 OS=Mus musculus GN=Slc6a17 PE=1 SV=1	0.27548841919887673	0.3999953718869485	-0.1446830917031241	NA	NA	FALSE
O35316	O35316	SLC6A6	Sodium- and chloride-dependent taurine transporter OS=Mus musculus GN=Slc6a6 PE=1 SV=2	0.5156412527057324	0.6362864540687228	-0.033044165135226886	NA	NA	FALSE
Q6PGE7	Q6PGE7	SLC6A7	Sodium-dependent proline transporter OS=Mus musculus GN=Slc6a7 PE=1 SV=1	0.7887450493737509	0.8551915901946284	0.01363842026686533	NA	NA	FALSE
Q8VBW1	Q8VBW1	SLC6A8	Sodium- and chloride-dependent creatine transporter 1 OS=Mus musculus GN=Slc6a8 PE=1 SV=1	0.6751669771090456	0.7685476691204878	0.03706100692020778	NA	NA	FALSE
P28571	P28571	SLC6A9	Sodium- and chloride-dependent glycine transporter 1 OS=Mus musculus GN=Slc6a9 PE=1 SV=3	0.3966460273558131	0.5245287317358586	-0.14508002979841145	NA	NA	FALSE
Q09143	Q09143	SLC7A1	High affinity cationic amino acid transporter 1 OS=Mus musculus GN=Slc7a1 PE=1 SV=1	0.7273008682426267	0.8108469151845089	0.025306853971048964	NA	NA	FALSE
Q9WTR6	Q9WTR6	SLC7A11	Cystine/glutamate transporter OS=Mus musculus GN=Slc7a11 PE=1 SV=1	0.10052234127245102	0.190998555485778	0.1411098698370357	NA	NA	FALSE
Q8BXR1	Q8BXR1	SLC7A14	Probable cationic amino acid transporter OS=Mus musculus GN=Slc7a14 PE=1 SV=1	0.48010076438564864	0.602292475176942	-0.11031577381811046	NA	NA	FALSE
P70423	P70423	SLC7A3	Cationic amino acid transporter 3 OS=Mus musculus GN=Slc7a3 PE=2 SV=1	0.02816976738493378	0.07501144954991945	-0.10855317732500107	NA	NA	FALSE
Q8BLQ7	Q8BLQ7	SLC7A4	Cationic amino acid transporter 4 OS=Mus musculus GN=Slc7a4 PE=1 SV=1	0.171663015185918	0.2832371827981844	0.17205731934870597	NA	NA	FALSE
Q9Z127	Q9Z127	SLC7A5	Large neutral amino acids transporter small subunit 1 OS=Mus musculus GN=Slc7a5 PE=1 SV=2	0.26538956988734974	0.3896741219824818	0.11021269300537995	NA	NA	FALSE
Q9QXW9	Q9QXW9	SLC7A8	Large neutral amino acids transporter small subunit 2 OS=Mus musculus GN=Slc7a8 PE=1 SV=1	0.6274812336984039	0.7310290774415192	0.03730619375379481	NA	NA	FALSE
P70414	P70414	SLC8A1	Sodium/calcium exchanger 1 OS=Mus musculus GN=Slc8a1 PE=1 SV=1	0.28743490647350445	0.4126475418847304	0.05075229430611852	NA	NA	FALSE
Q8K596	Q8K596	SLC8A2	Sodium/calcium exchanger 2 OS=Mus musculus GN=Slc8a2 PE=1 SV=1	0.6363305744599491	0.7373560102347132	0.035835990586730315	NA	NA	FALSE
S4R2P9	S4R2P9	SLC8A3	Sodium/calcium exchanger 3 OS=Mus musculus GN=Slc8a3 PE=1 SV=1	0.8711973021314473	0.9164135854462715	-0.008219735208150452	NA	NA	FALSE
Q61165	Q61165	SLC9A1	Sodium/hydrogen exchanger 1 OS=Mus musculus GN=Slc9a1 PE=1 SV=1	0.4097145372378148	0.5370420013458784	-0.05029666713646478	NA	NA	FALSE
P70441	P70441	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Mus musculus GN=Slc9a3r1 PE=1 SV=3	0.007720537662168937	0.03162538511910066	-0.19750938683282424	NA	NA	FALSE
Q9JHL1	Q9JHL1	SLC9A3R2	Na(+)/H(+) exchange regulatory cofactor NHE-RF2 OS=Mus musculus GN=Slc9a3r2 PE=1 SV=2	0.2099557440956096	0.3293062134699193	0.07719444065105499	NA	NA	FALSE
Q8BLV3	Q8BLV3	SLC9A7	Sodium/hydrogen exchanger 7 OS=Mus musculus GN=Slc9a7 PE=1 SV=1	0.4705996186505518	0.5940667234428257	-0.03199860442579333	NA	NA	FALSE
Q9ERB5	Q9ERB5	SLCO1C1	Solute carrier organic anion transporter family member 1C1 OS=Mus musculus GN=Slco1c1 PE=1 SV=1	0.2101249725465481	0.3294550640509766	-0.05451436020699615	NA	NA	FALSE
Q9D8T7	Q9D8T7	SLIRP	SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Mus musculus GN=Slirp PE=1 SV=2	0.9308033932033023	0.9563362720904494	0.008868778856397495	Matrix	NA	TRUE
Q80TR4	Q80TR4	SLIT1	Slit homolog 1 protein OS=Mus musculus GN=Slit1 PE=1 SV=2	0.01983082952451035	0.05916041108964106	-0.13834936292149294	NA	NA	FALSE
Q9R1B9	Q9R1B9	SLIT2	Slit homolog 2 protein OS=Mus musculus GN=Slit2 PE=2 SV=2	0.00751193849041691	0.031199983570755496	-0.1562495487105178	NA	NA	FALSE
Q9WVB4	Q9WVB4	SLIT3	Slit homolog 3 protein OS=Mus musculus GN=Slit3 PE=2 SV=2	0.742720934095556	0.8216695158768487	0.031359802512378944	NA	NA	FALSE
Q810C1	Q810C1	SLITRK1	SLIT and NTRK-like protein 1 OS=Mus musculus GN=Slitrk1 PE=2 SV=1	0.8712888237648244	0.9164135854462715	0.022228693346862873	NA	NA	FALSE
Q810C0	Q810C0	SLITRK2	SLIT and NTRK-like protein 2 OS=Mus musculus GN=Slitrk2 PE=1 SV=1	1.2484250551140157e-4	0.002387341279485565	-0.47829911088890975	NA	NA	FALSE
Q810B9	Q810B9	SLITRK3	SLIT and NTRK-like protein 3 OS=Mus musculus GN=Slitrk3 PE=1 SV=2	0.00109446937748265	0.00888441009593843	-0.26163471391695825	NA	NA	FALSE
Q810B8	Q810B8	SLITRK4	SLIT and NTRK-like protein 4 OS=Mus musculus GN=Slitrk4 PE=1 SV=2	0.0075046158264076585	0.031190280394803923	-0.27243312219260907	NA	NA	FALSE
Q810B7	Q810B7	SLITRK5	SLIT and NTRK-like protein 5 OS=Mus musculus GN=Slitrk5 PE=2 SV=1	0.14956747505604337	0.2562661280347528	-0.20314190622581876	NA	NA	FALSE
O54988	O54988	SLK	STE20-like serine/threonine-protein kinase OS=Mus musculus GN=Slk PE=1 SV=2	9.846539091411287e-4	0.008326256218556878	-0.2556549359748447	NA	NA	FALSE
Q3URD3	Q3URD3	SLMAP	Sarcolemmal membrane-associated protein OS=Mus musculus GN=Slmap PE=1 SV=2	0.9040404187956961	0.9393310331506776	0.008157916634024187	NA	NA	FALSE
Q8CH25	Q8CH25	SLTM	SAFB-like transcription modulator OS=Mus musculus GN=Sltm PE=1 SV=1	0.015313914630872038	0.04979925204918375	-0.12861814186013962	NA	NA	FALSE
P70340	P70340	SMAD1	Mothers against decapentaplegic homolog 1 OS=Mus musculus GN=Smad1 PE=1 SV=2	0.05391705819720327	0.12031794471049106	-0.33047130113046924	Matrix	NA	TRUE
Q62432	Q62432	SMAD2	Mothers against decapentaplegic homolog 2 OS=Mus musculus GN=Smad2 PE=1 SV=2	0.914753411788181	0.9473149984660717	-0.006997662819651758	NA	NA	FALSE
P97471	P97471	SMAD4	Mothers against decapentaplegic homolog 4 OS=Mus musculus GN=Smad4 PE=1 SV=2	0.576966909645162	0.6892024861343822	-0.04317004324763011	NA	NA	FALSE
Q9R0P4	Q9R0P4	SMAP	Small acidic protein OS=Mus musculus GN=Smap PE=1 SV=1	0.051974760077620745	0.11728070861670915	0.10389563501705792	NA	NA	FALSE
Q91VZ6	Q91VZ6	SMAP1	Stromal membrane-associated protein 1 OS=Mus musculus GN=Smap1 PE=1 SV=1	3.315638816010442e-8	1.371094064207343e-5	0.9722840329517848	NA	NA	FALSE
Q7TN29	Q7TN29	SMAP2	Stromal membrane-associated protein 2 OS=Mus musculus GN=Smap2 PE=1 SV=1	0.002248366414248034	0.014210375519417574	0.2118528302811847	NA	NA	FALSE
Q6PGB8	Q6PGB8	SMARCA1	Probable global transcription activator SNF2L1 OS=Mus musculus GN=Smarca1 PE=1 SV=1	0.2544884900999492	0.3788256795752457	0.08481791636936495	NA	NA	FALSE
